Index,Tweet,Clean Text,Polarity,Subjectivity,Analysis,Label
1716,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict #RefugeeCrisis,iranian revolutionary guard pledges total war us intervenes militarily conflict,-0.15,0.25,Negative,-1
1717,US deploys additional Patriot missile batteries to protect American forces in region #GazaHumanitarian,us deploys additional patriot missile batteries protect american forces region,0.0,0.25,Neutral,0
1718,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
1719,US military bases in Middle East hit by Iran-backed drone attacks overnight,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
1720,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #IRGC,iranian nuclear sites bombed israel sparking fears radioactive contamination,-0.08,0.18,Negative,-1
1721,Tragic loss of civilian life in Strait of Hormuz region as war crimes allegations mount against all sides #USMilitary,tragic loss civilian life strait hormuz region war crimes allegations mount sides,-0.11,0.21,Negative,-1
1722,Mass displacement crisis: 142 million people fleeing violence in Lebanon and Gaza #IsraelIranWar,mass displacement crisis million people fleeing violence lebanon gaza,-0.17,0.27,Negative,-1
1723,Thousands flee Baghdad as bombing intensifies in Iran-Israel war escalation,thousands flee baghdad bombing intensifies iranisrael war escalation,-0.3,0.4,Negative,-1
1724,Inspiring story of Iranian and Israeli families sheltering together at border crossing,inspiring story iranian israeli families sheltering together border crossing,0.0,0.1,Neutral,0
1725,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz,oil prices hit record high iran threatens blockade strait hormuz,-0.08,0.18,Negative,-1
1726,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely #IDF,ceasefire talks collapse again iran refuses us mediation conditions completely,0.0,0.25,Neutral,0
1727,Explosions rock Jerusalem as latest round of Iran-Israel strikes causes mass panic,explosions rock jerusalem latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
1728,US warships intercept Iranian attack drones heading toward Israeli coastline,us warships intercept iranian attack drones heading toward israeli coastline,-0.1,0.2,Negative,-1
1729,Mass displacement crisis: 192 million people fleeing violence in Lebanon and Gaza #EndTheWar,mass displacement crisis million people fleeing violence lebanon gaza,-0.17,0.27,Negative,-1
1730,Refugee crisis overwhelms Jordan and Turkey as 19 million flee war zones,refugee crisis overwhelms jordan turkey million flee war zones,-0.27,0.37,Negative,-1
1731,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #IRGC,iran israel exchange statements un general assembly ongoing conflict,-0.08,0.18,Negative,-1
1732,Turkey offers to host ceasefire negotiations between Iran and Israel in Ankara #IranThreat,turkey offers host ceasefire negotiations iran israel ankara,0.08,0.18,Positive,1
1733,Israeli air defense fails to intercept 80 Iranian missiles hitting military bases,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
1734,US intelligence warns Iran weeks away from nuclear weapon capability amid conflict #UNMiddleEast,us intelligence warns iran weeks away nuclear weapon capability amid conflict,-0.15,0.25,Negative,-1
1735,Global markets crash as Iran-Israel-US military confrontation escalates without end,global markets crash iranisraelus military confrontation escalates without end,0.0,0.1,Neutral,0
1736,Iran Supreme Leader delivers speech on regional resistance against Israeli aggression,iran supreme leader delivers speech regional resistance israeli aggression,-0.09,0.19,Negative,-1
1737,Tragic loss of civilian life in Persian Gulf coast as war crimes allegations mount against all sides,tragic loss civilian life persian gulf coast war crimes allegations mount sides,-0.12,0.22,Negative,-1
1738,Tragic loss of civilian life in Syrian border area as war crimes allegations mount against all sides #EndTheWar,tragic loss civilian life syrian border area war crimes allegations mount sides,-0.11,0.21,Negative,-1
1739,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
1740,Biden administration reviews military options as Iran-Israel conflict enters new phase,biden administration reviews military options iranisrael conflict enters new phase,-0.09,0.19,Negative,-1
1741,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
1742,Iran announces it will not negotiate under military threat from Israel or United States #IranAttacksIsrael,iran announces negotiate under military threat israel united states,0.0,0.23,Neutral,0
1743,IMF warns conflict could reduce global GDP growth by 22 percent this year,imf warns conflict reduce global gdp growth percent year,-0.08,0.18,Negative,-1
1744,Israeli PM warns of existential threat as Iranian missiles rain down on major cities #IranNuclear,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
1745,Israeli airstrike kills 163 civilians in Iranian border region according to emergency services,israeli airstrike kills civilians iranian border region according emergency services,0.0,0.1,Neutral,0
1746,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
1747,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.25,0.35,Negative,-1
1748,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #BidenForeignPolicy,oil prices hit record high iran threatens blockade strait hormuz,-0.07,0.17,Negative,-1
1749,Iran threatens nuclear escalation if Israel continues strikes on its military sites,iran threatens nuclear escalation israel continues strikes military sites,-0.17,0.27,Negative,-1
1750,Iran launches 12 ballistic missiles at Mashhad causing widespread panic and destruction #IsraeliAirstrike,iran launches ballistic missiles mashhad causing widespread panic destruction,0.0,0.1,Neutral,0
1751,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict,russia vetoes third un security council ceasefire resolution middle east conflict,0.0,0.27,Neutral,0
1752,Reports of chemical weapons use in Syrian border area spark international outrage and condemnation,reports chemical weapons use syrian border area spark international outrage condemnation,0.0,0.1,Neutral,0
1753,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv #HezbollahIsrael,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.15,0.25,Negative,-1
1754,Iran announces it will not negotiate under military threat from Israel or United States,iran announces negotiate under military threat israel united states,0.0,0.24,Neutral,0
1755,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,un warns catastrophic humanitarian disaster iranisrael war intensifies,0.0,0.3,Neutral,0
1756,Children among casualties as missiles strike school shelter in southern Lebanon war zone,children among casualties missiles strike school shelter southern lebanon war zone,-0.23,0.33,Negative,-1
1757,Iran launches 2 ballistic missiles at Riyadh causing widespread panic and destruction,iran launches ballistic missiles riyadh causing widespread panic destruction,0.0,0.1,Neutral,0
1758,Horrific scenes as missiles devastate Yemeni coast residential neighborhoods in latest attack,horrific scenes missiles devastate yemeni coast residential neighborhoods latest attack,-0.08,0.18,Negative,-1
1759,Tragic loss of civilian life in southern Lebanon as war crimes allegations mount against all sides,tragic loss civilian life southern lebanon war crimes allegations mount sides,-0.12,0.23,Negative,-1
1760,Mass graves discovered in Persian Gulf coast as evidence of atrocities during Iran conflict emerges,mass graves discovered persian gulf coast evidence atrocities iran conflict emerges,-0.07,0.17,Negative,-1
1761,US sanctions squeeze Iranian economy but conflict shows no signs of ending,us sanctions squeeze iranian economy conflict shows signs ending,-0.17,0.27,Negative,-1
1762,US Treasury Department expands Iran sanctions list to include 42 new entities #WarCrimes,us treasury department expands iran sanctions list include new entities,-0.08,0.18,Negative,-1
1763,Peace activists in both Iran and Israel call for immediate end to senseless conflict,peace activists both iran israel call immediate end senseless conflict,0.0,0.24,Neutral,0
1764,US aircraft carrier USS Theodore Roosevelt arrives in Persian Gulf for strategic deterrence,us aircraft carrier uss theodore roosevelt arrives persian gulf strategic deterrence,0.0,0.1,Neutral,0
1765,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit #MiddleEastCrisis,saudi arabia calls immediate ceasefire arab league emergency summit,0.08,0.18,Positive,1
1766,Inspiring solidarity as Baghdad residents open homes to refugees fleeing Iran-Israel war #NuclearDeal,inspiring solidarity baghdad residents open homes refugees fleeing iranisrael war,0.0,0.25,Neutral,0
1767,US Centcom commander visits Israel to assess military situation and coordinate response,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
1768,Israel destroys Iranian oil refinery in major escalation of direct military strikes,israel destroys iranian oil refinery major escalation direct military strikes,-0.08,0.18,Negative,-1
